7.155899556,4.022862879
7.37159647,9.82386734
3.013499076,6.97151195
8.000070939,6.46685243
1.943258171,8.94908792
9.416105154,8.14080785
0.076621581,8.465346884
6.788173696,9.948264887
4.778657837,6.527424121
3.454534838,1.695208961
1.797863057,5.440312546
1.435795631,0.417482959
1.796630919,3.534409333
0.966529296,4.559420545
0.738761611,5.234416231
2.637843542,5.914766315
5.978707693,4.693688372
4.942116303,2.349179821
5.385949608,4.457579496
2.764030312,7.042661036
9.293091788,2.918532036
6.27013184,8.629700008
4.733352263,8.530181725
6.17903474,6.402725546
7.104317885,2.478415815
4.199353957,6.89357249
7.463227652,7.820903821
5.096745479,2.911460411
4.952820569,3.689515836
0.487289974,5.955220569
4.381142801,8.054854402
8.726685348,4.76959036
6.733617167,1.155027025
3.955539249,3.605319281
1.216638331,0.504092137
9.812738845,6.943700092
4.425785536,6.25095613
6.92450479,1.952370162
5.750781526,8.150640702
2.386549662,4.175510954
5.300226405,7.276963632
8.266307483,9.66436307
8.082699151,0.791115393
2.371942549,7.24808786
7.662393203,9.95233105
3.339300215,0.004787359
8.527346653,6.587113435
9.517196655,6.32056391
7.088920687,8.489363918
0.544819388,2.902168336
7.998244644,1.867708353
0.065751671,7.098852708
5.278851797,4.214187474
6.345891343,0.081300918
2.402213171,3.69750601
3.797804123,8.64067784
5.314933796,2.16838759
1.657709957,4.207400136
8.23066177,8.629698911
2.886541934,5.484520453
5.760749047,6.791868401
3.973549379,6.91277222
9.569062553,9.176793188
3.93218982,4.843017105
4.691505085,2.132306366
9.216034738,1.927427277
0.991314206,2.973593152
8.565559264,3.719275458
1.258035331,0.802440775
3.37113172,4.733587638
1.09063923,9.992036428
7.719368048,8.443110032
2.243675467,1.090001314
1.623633603,7.324132267
1.052468396,9.333684108
9.720401994,9.313158995
2.813438407,9.165283945
1.365248119,4.288094877
7.48706695,0.22731352
7.65096148,9.660635922
0.859938592,7.257076385
2.305732938,3.863170489
6.720987783,8.20026835
7.529018297,2.868387146
5.164899113,6.473963285
7.568515388,5.775523077
7.270352955,3.778704614
6.182292955,7.174773263
1.559116794,9.615902497
9.509984916,8.126974327
0.074680348,8.969999112
5.69693365,5.543241008
4.641444158,8.114224912
6.31527782,9.270291797
6.768322459,4.922448564
8.683380093,3.388073467
7.083774295,9.860386846
7.192004495,6.024545765
8.885020905,5.372226157
8.021962711,7.945009868
3.767686462,3.804598202
1.568663098,0.497956933
9.751703156,8.530161417
8.610197147,4.875179875
